English,Maths,Science,School,Area
51.2,53.3,27.1,Rainford Brook Lodge Primary School,Rainford
74.4,77.6,72.2,Rainford Brook Lodge Primary School,Rainford
59.4,76.1,80.9,Rainford Brook Lodge Primary School,Rainford
65.1,54.1,87.1,Rainford Brook Lodge Primary School,Rainford
45.4,82.1,54.8,Rainford Brook Lodge Primary School,Rainford
65.9,68.9,69.0,Rainford Brook Lodge Primary School,Rainford
36.4,61.0,73.7,Rainford Brook Lodge Primary School,Rainford
39.0,76.9,72.5,Rainford Brook Lodge Primary School,Rainford
44.1,64.3,51.9,Rainford Brook Lodge Primary School,Rainford
56.3,75.3,86.6,Rainford Brook Lodge Primary School,Rainford
87.9,77.3,59.2,Rainford Brook Lodge Primary School,Rainford
64.2,75.2,53.9,Rainford Brook Lodge Primary School,Rainford
52.3,75.3,71.3,Rainford Brook Lodge Primary School,Rainford
75.5,67.6,54.1,Rainford Brook Lodge Primary School,Rainford
81.8,65.8,72.6,Rainford Brook Lodge Primary School,Rainford
79.5,50.4,50.9,Rainford Brook Lodge Primary School,Rainford
0.0,63.9,30.2,Rainford Brook Lodge Primary School,Rainford
93.5,82.5,40.5,Rainford Brook Lodge Primary School,Rainford
74.4,65.0,62.6,Rainford Brook Lodge Primary School,Rainford
51.1,73.4,29.6,Rainford Brook Lodge Primary School,Rainford
62.7,88.1,65.0,Rainford Brook Lodge Primary School,Rainford
67.6,73.1,35.7,Rainford Brook Lodge Primary School,Rainford
91.1,70.8,36.9,Rainford Brook Lodge Primary School,Rainford
62.6,62.4,56.0,Rainford Brook Lodge Primary School,Rainford
70.8,60.9,76.9,Rainford Brook Lodge Primary School,Rainford
0.0,69.1,79.0,Rainford Brook Lodge Primary School,Rainford
78.6,52.3,81.5,Rainford Brook Lodge Primary School,Rainford
77.0,66.2,57.7,Rainford Brook Lodge Primary School,Rainford
63.2,64.4,72.3,Rainford Brook Lodge Primary School,Rainford
47.8,61.1,52.5,Rainford Brook Lodge Primary School,Rainford
77.5,69.8,95.5,Rainford Brook Lodge Primary School,Rainford
11.4,40.2,85.5,Rainford CofE Primary School,Rainford
79.1,66.7,49.4,Rainford CofE Primary School,Rainford
34.2,91.0,64.5,Rainford CofE Primary School,Rainford
53.7,67.9,53.2,Rainford CofE Primary School,Rainford
78.5,68.3,61.0,Rainford CofE Primary School,Rainford
35.0,94.1,77.1,Rainford CofE Primary School,Rainford
57.2,85.5,60.9,Rainford CofE Primary School,Rainford
43.3,17.0,53.3,Rainford CofE Primary School,Rainford
15.5,65.2,49.0,Rainford CofE Primary School,Rainford
44.0,45.8,50.6,Rainford CofE Primary School,Rainford
66.3,35.6,35.1,Rainford CofE Primary School,Rainford
68.3,15.7,12.0,Rainford CofE Primary School,Rainford
52.9,55.9,54.4,Rainford CofE Primary School,Rainford
46.3,28.4,43.0,Rainford CofE Primary School,Rainford
22.0,19.6,41.6,Rainford CofE Primary School,Rainford
66.6,0.0,82.6,Rainford CofE Primary School,Rainford
22.4,67.2,33.7,Rainford CofE Primary School,Rainford
56.6,46.5,57.4,Rainford CofE Primary School,Rainford
35.0,61.8,46.4,Rainford CofE Primary School,Rainford
44.2,36.3,63.5,Rainford CofE Primary School,Rainford
51.3,42.8,47.1,Rainford CofE Primary School,Rainford
82.7,41.4,36.7,Rainford CofE Primary School,Rainford
42.0,35.2,33.2,Rainford CofE Primary School,Rainford
47.7,37.0,27.4,Rainford CofE Primary School,Rainford
66.6,45.7,66.5,Rainford CofE Primary School,Rainford
58.0,53.8,48.7,Rainford CofE Primary School,Rainford
56.5,45.3,52.3,Rainford CofE Primary School,Rainford
54.0,58.5,59.2,Rainford CofE Primary School,Rainford
24.4,56.2,80.8,Rainford CofE Primary School,Rainford
31.2,83.8,64.6,Rainford CofE Primary School,Rainford
41.7,70.9,56.6,Rainford CofE Primary School,Rainford
49.8,68.9,68.4,Rainford CofE Primary School,Rainford
98.7,10.6,42.2,Rainford CofE Primary School,Rainford
27.7,78.0,45.0,Rainford CofE Primary School,Rainford
64.6,29.2,25.4,Rainford CofE Primary School,Rainford
60.6,44.2,3.2,Rainford CofE Primary School,Rainford
33.8,49.8,54.2,Rainford CofE Primary School,Rainford
69.3,60.6,55.0,Rainford CofE Primary School,Rainford
56.1,53.2,67.4,Rainford CofE Primary School,Rainford
56.7,75.1,58.6,Rainford CofE Primary School,Rainford
35.7,59.9,54.3,Rainford CofE Primary School,Rainford
37.6,71.6,53.7,Rainford CofE Primary School,Rainford
23.0,77.6,46.2,Rainford CofE Primary School,Rainford
55.9,47.2,49.3,Rainford CofE Primary School,Rainford
26.3,38.1,58.3,Rainford CofE Primary School,Rainford
41.1,52.8,41.8,Rainford CofE Primary School,Rainford
78.8,62.1,59.3,Rainford CofE Primary School,Rainford
55.0,74.9,53.5,Rainford CofE Primary School,Rainford
76.3,61.6,59.0,Rainford CofE Primary School,Rainford
57.6,50.8,48.7,Ranworth Square Primary School,Norris Green
56.2,51.6,67.4,Ranworth Square Primary School,Norris Green
52.7,28.1,41.4,Ranworth Square Primary School,Norris Green
53.1,40.9,60.2,Ranworth Square Primary School,Norris Green
71.6,37.3,24.3,Ranworth Square Primary School,Norris Green
60.9,35.4,62.1,Ranworth Square Primary School,Norris Green
33.3,76.0,62.3,Ranworth Square Primary School,Norris Green
69.5,99.3,88.9,Ranworth Square Primary School,Norris Green
66.0,76.7,54.3,Ranworth Square Primary School,Norris Green
45.3,54.2,34.5,Ranworth Square Primary School,Norris Green
40.5,55.7,51.2,Ranworth Square Primary School,Norris Green
35.2,67.7,12.1,Ranworth Square Primary School,Norris Green
47.8,51.9,78.6,Ranworth Square Primary School,Norris Green
72.9,50.4,49.3,Ranworth Square Primary School,Norris Green
49.4,34.0,60.4,Ranworth Square Primary School,Norris Green
40.6,41.0,54.9,Ranworth Square Primary School,Norris Green
75.7,56.3,21.3,Ranworth Square Primary School,Norris Green
41.1,58.7,71.2,Ranworth Square Primary School,Norris Green
60.2,33.6,44.1,Ranworth Square Primary School,Norris Green
57.1,58.9,65.2,Ranworth Square Primary School,Norris Green
68.2,32.1,62.4,Ranworth Square Primary School,Norris Green
73.3,43.3,63.4,Ranworth Square Primary School,Norris Green
49.8,37.1,46.6,Ranworth Square Primary School,Norris Green
66.8,83.1,69.1,Ranworth Square Primary School,Norris Green
48.9,33.3,45.6,Ranworth Square Primary School,Norris Green
69.9,77.9,60.8,Ranworth Square Primary School,Norris Green
55.8,84.0,58.6,Ranworth Square Primary School,Norris Green
41.1,72.1,59.7,Ranworth Square Primary School,Norris Green
24.3,65.6,58.6,Ranworth Square Primary School,Norris Green
54.8,45.2,42.7,Ranworth Square Primary School,Norris Green
40.4,41.4,46.6,Ranworth Square Primary School,Norris Green
33.9,33.4,57.5,Ranworth Square Primary School,Norris Green
55.1,77.0,70.0,Ranworth Square Primary School,Norris Green
49.7,74.4,65.9,Ranworth Square Primary School,Norris Green
57.3,42.4,49.0,Ranworth Square Primary School,Norris Green
40.2,47.8,67.3,Ranworth Square Primary School,Norris Green
74.8,50.0,59.3,Ranworth Square Primary School,Norris Green
42.7,86.6,69.8,Ranworth Square Primary School,Norris Green
41.6,60.6,56.4,Ranworth Square Primary School,Norris Green
55.8,63.9,49.7,Ranworth Square Primary School,Norris Green
35.7,66.3,53.3,Ranworth Square Primary School,Norris Green
29.7,70.3,44.7,Ranworth Square Primary School,Norris Green
64.4,31.8,35.0,Ranworth Square Primary School,Norris Green
75.2,73.4,53.0,Ranworth Square Primary School,Norris Green
50.2,54.1,53.9,Ranworth Square Primary School,Norris Green
36.3,32.0,60.0,Ranworth Square Primary School,Norris Green
46.9,64.6,48.5,Ranworth Square Primary School,Norris Green
67.5,27.9,42.8,Ranworth Square Primary School,Norris Green
61.7,39.2,57.9,Ravenscroft Community Primary School,Kirkby
68.3,59.6,74.8,Ravenscroft Community Primary School,Kirkby
52.0,67.1,83.5,Ravenscroft Community Primary School,Kirkby
68.8,29.6,37.6,Ravenscroft Community Primary School,Kirkby
46.4,51.2,70.4,Ravenscroft Community Primary School,Kirkby
37.9,48.8,72.5,Ravenscroft Community Primary School,Kirkby
43.0,74.0,84.5,Ravenscroft Community Primary School,Kirkby
59.9,57.6,54.5,Ravenscroft Community Primary School,Kirkby
63.5,48.5,61.2,Ravenscroft Community Primary School,Kirkby
47.0,23.7,88.5,Ravenscroft Community Primary School,Kirkby
62.4,36.6,65.1,Ravenscroft Community Primary School,Kirkby
57.0,47.5,62.0,Ravenscroft Community Primary School,Kirkby
59.8,46.5,46.1,Ravenscroft Community Primary School,Kirkby
42.4,63.5,49.3,Ravenscroft Community Primary School,Kirkby
43.4,58.7,63.5,Ravenscroft Community Primary School,Kirkby
55.8,73.6,36.4,Ravenscroft Community Primary School,Kirkby
58.2,56.9,49.0,Ravenscroft Community Primary School,Kirkby
82.6,66.3,65.4,Ravenscroft Community Primary School,Kirkby
64.3,78.1,43.6,Ravenscroft Community Primary School,Kirkby
41.7,76.6,67.5,Ravenscroft Community Primary School,Kirkby
70.1,72.4,51.4,Ravenscroft Community Primary School,Kirkby
66.1,73.6,73.9,Ravenscroft Community Primary School,Kirkby
61.0,54.6,89.5,Ravenscroft Community Primary School,Kirkby
63.8,73.9,66.9,Ravenscroft Community Primary School,Kirkby
63.3,56.3,47.3,Ravenscroft Community Primary School,Kirkby
69.1,71.6,52.7,Ravenscroft Community Primary School,Kirkby
65.1,34.9,48.6,Ravenscroft Community Primary School,Kirkby
53.7,52.6,74.0,Ravenscroft Community Primary School,Kirkby
65.8,33.1,53.0,Ravenscroft Community Primary School,Kirkby
72.8,54.2,78.1,Ravenscroft Community Primary School,Kirkby
59.1,69.5,52.7,Ravenscroft Community Primary School,Kirkby
54.7,45.3,57.4,Ravenscroft Community Primary School,Kirkby
65.0,57.9,70.4,Ravenscroft Community Primary School,Kirkby
49.7,54.4,53.7,Ravenscroft Community Primary School,Kirkby
50.6,57.1,56.4,Ravenscroft Community Primary School,Kirkby
50.4,67.8,70.7,Ravenscroft Community Primary School,Kirkby
39.4,57.5,27.7,Ravenscroft Community Primary School,Kirkby
38.7,64.9,49.0,Ravenscroft Community Primary School,Kirkby
37.9,46.5,57.4,Ravenscroft Community Primary School,Kirkby
38.3,42.6,64.2,Ravenscroft Community Primary School,Kirkby
41.8,40.0,50.9,Ravenscroft Community Primary School,Kirkby
52.6,58.5,87.2,Ravenscroft Community Primary School,Kirkby
70.3,60.7,79.1,Redcourt - St Anselm's,Oxton
48.7,63.1,37.5,Redcourt - St Anselm's,Oxton
72.5,65.9,31.2,Redcourt - St Anselm's,Oxton
53.4,43.1,53.6,Redcourt - St Anselm's,Oxton
53.4,71.2,36.2,Redcourt - St Anselm's,Oxton
52.1,59.9,54.8,Redcourt - St Anselm's,Oxton
55.9,52.0,54.3,Redcourt - St Anselm's,Oxton
65.7,56.6,62.8,Redcourt - St Anselm's,Oxton
57.3,64.3,55.1,Redcourt - St Anselm's,Oxton
69.7,75.0,41.6,Redcourt - St Anselm's,Oxton
61.4,49.6,58.8,Redcourt - St Anselm's,Oxton
44.1,54.9,61.5,Redcourt - St Anselm's,Oxton
73.5,56.3,58.1,Redcourt - St Anselm's,Oxton
67.2,55.0,56.9,Redcourt - St Anselm's,Oxton
70.5,68.2,70.4,Redcourt - St Anselm's,Oxton
56.4,70.9,34.4,Redcourt - St Anselm's,Oxton
63.1,55.0,55.1,Redcourt - St Anselm's,Oxton
53.6,48.7,37.8,Redcourt - St Anselm's,Oxton
59.7,81.5,48.8,Redcourt - St Anselm's,Oxton
30.6,54.6,64.0,Redcourt - St Anselm's,Oxton
50.5,36.7,52.8,Redcourt - St Anselm's,Oxton
34.5,55.0,95.7,Redcourt - St Anselm's,Oxton
46.5,52.2,29.9,Redcourt - St Anselm's,Oxton
61.2,53.2,72.7,Redcourt - St Anselm's,Oxton
76.2,57.3,71.9,Redcourt - St Anselm's,Oxton
36.4,67.5,51.1,Redcourt - St Anselm's,Oxton
78.1,61.2,42.1,Redcourt - St Anselm's,Oxton
33.3,46.3,65.7,Redcourt - St Anselm's,Oxton
44.4,47.6,70.5,Redcourt - St Anselm's,Oxton
65.3,73.1,72.1,Redcourt - St Anselm's,Oxton
47.9,51.5,44.5,Redcourt - St Anselm's,Oxton
55.5,44.5,64.7,Redcourt - St Anselm's,Oxton
53.2,66.2,67.5,Redcourt - St Anselm's,Oxton
56.6,60.3,66.5,Redcourt - St Anselm's,Oxton
60.4,51.6,59.8,Redcourt - St Anselm's,Oxton
55.8,48.5,44.3,Redcourt - St Anselm's,Oxton
51.0,63.1,39.2,Redcourt - St Anselm's,Oxton
53.0,62.0,68.7,Redcourt - St Anselm's,Oxton
52.1,50.6,73.6,Redcourt - St Anselm's,Oxton
65.7,73.2,26.8,Redcourt - St Anselm's,Oxton
45.8,39.7,60.5,Redcourt - St Anselm's,Oxton
62.1,42.2,66.7,Redcourt - St Anselm's,Oxton
61.2,60.4,55.6,Redcourt - St Anselm's,Oxton
34.0,45.5,41.7,Redgate Primary School,Formby
83.9,79.0,66.8,Redgate Primary School,Formby
57.0,88.4,74.2,Redgate Primary School,Formby
32.3,59.5,74.0,Redgate Primary School,Formby
65.2,49.4,76.7,Redgate Primary School,Formby
79.3,71.3,67.0,Redgate Primary School,Formby
84.1,65.7,57.2,Redgate Primary School,Formby
75.7,43.7,68.0,Redgate Primary School,Formby
69.5,84.8,79.6,Redgate Primary School,Formby
54.2,81.2,42.2,Redgate Primary School,Formby
62.8,56.4,65.9,Redgate Primary School,Formby
80.1,75.3,63.7,Redgate Primary School,Formby
46.7,61.6,55.8,Redgate Primary School,Formby
12.4,69.1,58.5,Redgate Primary School,Formby
68.8,73.6,51.0,Redgate Primary School,Formby
55.4,69.5,73.6,Redgate Primary School,Formby
38.2,72.5,75.3,Redgate Primary School,Formby
27.2,44.9,51.2,Redgate Primary School,Formby
88.2,68.3,73.7,Redgate Primary School,Formby
57.1,45.1,65.8,Redgate Primary School,Formby
76.5,64.2,51.6,Redgate Primary School,Formby
80.1,89.8,53.0,Redgate Primary School,Formby
46.0,83.2,54.3,Redgate Primary School,Formby
57.7,65.1,56.3,Redgate Primary School,Formby
78.1,74.4,50.1,Redgate Primary School,Formby
64.4,20.8,46.8,Redgate Primary School,Formby
60.4,93.6,60.9,Redgate Primary School,Formby
78.0,78.0,49.0,Redgate Primary School,Formby
51.6,85.5,52.8,Redgate Primary School,Formby
37.7,68.1,62.0,Redgate Primary School,Formby
61.1,62.2,62.5,Redgate Primary School,Formby
75.6,26.1,47.4,Redgate Primary School,Formby
67.9,61.5,55.5,Redgate Primary School,Formby
71.3,62.7,64.9,Redgate Primary School,Formby
68.3,58.2,71.5,Redgate Primary School,Formby
67.5,80.0,66.2,Redgate Primary School,Formby
72.1,83.4,64.5,Redgate Primary School,Formby
73.3,51.5,46.6,Rice Lane Infant School,Walton
83.0,39.2,48.4,Rice Lane Infant School,Walton
45.2,46.2,58.0,Rice Lane Infant School,Walton
81.7,51.9,53.4,Rice Lane Infant School,Walton
94.6,34.5,39.2,Rice Lane Infant School,Walton
71.4,53.3,60.1,Rice Lane Infant School,Walton
52.8,48.9,42.9,Rice Lane Infant School,Walton
26.9,51.2,51.0,Rice Lane Infant School,Walton
24.4,68.6,53.7,Rice Lane Infant School,Walton
37.5,69.4,48.5,Rice Lane Infant School,Walton
40.0,75.6,49.7,Rice Lane Infant School,Walton
49.4,50.5,61.0,Rice Lane Infant School,Walton
54.6,48.4,52.4,Rice Lane Infant School,Walton
55.3,63.6,57.8,Rice Lane Infant School,Walton
64.9,30.4,46.8,Rice Lane Infant School,Walton
62.3,67.3,39.3,Rice Lane Infant School,Walton
47.6,77.8,43.9,Rice Lane Infant School,Walton
45.2,75.5,42.8,Rice Lane Infant School,Walton
35.5,71.0,48.7,Rice Lane Infant School,Walton
56.2,46.4,65.8,Rice Lane Infant School,Walton
54.5,56.6,64.6,Rice Lane Infant School,Walton
35.2,37.6,64.7,Rice Lane Infant School,Walton
54.6,24.5,64.0,Rice Lane Infant School,Walton
60.4,37.9,39.8,Rice Lane Infant School,Walton
51.0,55.2,47.7,Rice Lane Infant School,Walton
58.1,52.7,58.5,Rice Lane Infant School,Walton
51.8,41.5,51.2,Rice Lane Infant School,Walton
45.9,67.4,40.2,Rice Lane Infant School,Walton
41.4,48.7,51.7,Rice Lane Infant School,Walton
53.1,84.0,58.0,Rice Lane Infant School,Walton
56.6,59.0,48.0,Rice Lane Infant School,Walton
36.9,44.4,60.9,Rice Lane Infant School,Walton
29.2,37.7,35.0,Rice Lane Infant School,Walton
58.7,47.4,46.4,Rice Lane Infant School,Walton
39.0,69.4,49.3,Rice Lane Infant School,Walton
64.3,54.6,30.9,Rice Lane Infant School,Walton
65.1,64.3,38.1,Rice Lane Infant School,Walton
47.7,54.2,45.7,Rice Lane Infant School,Walton
55.7,43.4,57.8,Rice Lane Infant School,Walton
47.6,51.1,46.1,Rice Lane Infant School,Walton
64.0,59.5,40.4,Rice Lane Infant School,Walton
48.7,49.1,50.6,Rice Lane Infant School,Walton
89.8,29.4,35.0,Rice Lane Infant School,Walton
51.6,44.3,61.9,Rice Lane Infant School,Walton
62.3,62.2,46.9,Rice Lane Infant School,Walton
66.6,37.3,48.4,Rice Lane Infant School,Walton
76.0,50.8,65.6,Rice Lane Infant School,Walton
59.2,52.7,85.5,Rice Lane Junior School,Walton
77.7,74.0,69.6,Rice Lane Junior School,Walton
41.2,52.1,63.0,Rice Lane Junior School,Walton
70.0,61.2,68.8,Rice Lane Junior School,Walton
64.9,61.0,46.9,Rice Lane Junior School,Walton
46.7,72.6,70.3,Rice Lane Junior School,Walton
72.4,55.7,53.3,Rice Lane Junior School,Walton
63.5,84.6,50.6,Rice Lane Junior School,Walton
50.9,77.3,57.7,Rice Lane Junior School,Walton
60.1,76.0,77.9,Rice Lane Junior School,Walton
64.1,44.5,43.2,Rice Lane Junior School,Walton
67.9,60.4,49.0,Rice Lane Junior School,Walton
83.5,62.4,59.3,Rice Lane Junior School,Walton
81.2,61.9,51.5,Rice Lane Junior School,Walton
55.3,68.1,77.4,Rice Lane Junior School,Walton
83.1,69.4,76.0,Rice Lane Junior School,Walton
81.2,64.9,68.9,Rice Lane Junior School,Walton
72.1,43.7,81.2,Rice Lane Junior School,Walton
54.1,57.2,38.7,Rice Lane Junior School,Walton
60.5,75.7,90.2,Rice Lane Junior School,Walton
70.3,38.8,42.6,Rice Lane Junior School,Walton
56.2,76.3,69.2,Rice Lane Junior School,Walton
45.2,56.1,62.4,Rice Lane Junior School,Walton
55.3,74.4,60.9,Rice Lane Junior School,Walton
63.8,66.9,69.5,Rice Lane Junior School,Walton
53.3,52.7,61.4,Rice Lane Junior School,Walton
57.0,78.3,50.9,Rice Lane Junior School,Walton
79.5,71.9,66.1,Rice Lane Junior School,Walton
78.2,49.3,43.8,Rice Lane Junior School,Walton
73.5,77.8,52.3,Rice Lane Junior School,Walton
68.2,51.1,53.9,Rice Lane Junior School,Walton
64.6,58.2,70.2,Rice Lane Junior School,Walton
81.5,82.3,67.0,Rice Lane Junior School,Walton
74.0,46.4,71.6,Rice Lane Junior School,Walton
61.0,62.6,72.0,Rice Lane Junior School,Walton
66.2,49.2,63.9,Rice Lane Junior School,Walton
74.0,80.6,67.1,Rice Lane Junior School,Walton
84.0,80.6,62.3,Rice Lane Junior School,Walton
59.4,67.6,75.4,Rimrose Hope CofE Primary School,Seaforth
44.7,78.8,70.2,Rimrose Hope CofE Primary School,Seaforth
59.7,75.4,72.4,Rimrose Hope CofE Primary School,Seaforth
81.8,63.0,69.8,Rimrose Hope CofE Primary School,Seaforth
78.9,58.5,79.2,Rimrose Hope CofE Primary School,Seaforth
66.0,67.7,51.3,Rimrose Hope CofE Primary School,Seaforth
28.6,57.7,68.4,Rimrose Hope CofE Primary School,Seaforth
78.4,75.8,70.5,Rimrose Hope CofE Primary School,Seaforth
59.1,82.7,69.9,Rimrose Hope CofE Primary School,Seaforth
64.0,78.4,71.3,Rimrose Hope CofE Primary School,Seaforth
57.1,58.4,73.1,Rimrose Hope CofE Primary School,Seaforth
41.4,81.2,55.2,Rimrose Hope CofE Primary School,Seaforth
98.7,63.3,76.2,Rimrose Hope CofE Primary School,Seaforth
47.0,45.9,80.7,Rimrose Hope CofE Primary School,Seaforth
70.1,68.5,62.7,Rimrose Hope CofE Primary School,Seaforth
77.7,69.7,73.3,Rimrose Hope CofE Primary School,Seaforth
53.2,52.1,76.3,Rimrose Hope CofE Primary School,Seaforth
48.3,62.9,78.6,Rimrose Hope CofE Primary School,Seaforth
64.1,40.1,84.5,Rimrose Hope CofE Primary School,Seaforth
61.2,73.0,69.4,Rimrose Hope CofE Primary School,Seaforth
73.4,62.3,66.1,Rimrose Hope CofE Primary School,Seaforth
62.1,71.2,77.9,Rimrose Hope CofE Primary School,Seaforth
75.8,54.9,82.3,Rimrose Hope CofE Primary School,Seaforth
35.1,49.8,62.2,Rimrose Hope CofE Primary School,Seaforth
63.1,72.1,51.9,Rimrose Hope CofE Primary School,Seaforth
65.0,88.7,87.5,Rimrose Hope CofE Primary School,Seaforth
78.1,65.6,73.6,Rimrose Hope CofE Primary School,Seaforth
52.1,78.1,69.0,Rimrose Hope CofE Primary School,Seaforth
66.7,54.5,93.2,Rimrose Hope CofE Primary School,Seaforth
55.8,74.2,71.6,Rimrose Hope CofE Primary School,Seaforth
44.6,64.6,64.3,Riverside Primary School,Seacombe
62.3,51.7,58.4,Riverside Primary School,Seacombe
56.0,38.7,40.8,Riverside Primary School,Seacombe
62.1,65.6,55.2,Riverside Primary School,Seacombe
69.7,82.0,31.7,Riverside Primary School,Seacombe
56.5,59.8,56.3,Riverside Primary School,Seacombe
65.5,72.5,67.6,Riverside Primary School,Seacombe
74.7,83.2,90.4,Riverside Primary School,Seacombe
54.3,49.5,74.6,Riverside Primary School,Seacombe
47.8,59.2,54.4,Riverside Primary School,Seacombe
60.7,56.5,51.5,Riverside Primary School,Seacombe
47.1,60.6,53.0,Riverside Primary School,Seacombe
67.1,48.7,61.3,Riverside Primary School,Seacombe
71.0,52.9,75.6,Riverside Primary School,Seacombe
61.3,77.8,48.4,Riverside Primary School,Seacombe
53.6,78.4,70.8,Riverside Primary School,Seacombe
64.3,85.4,59.7,Riverside Primary School,Seacombe
53.8,61.5,48.4,Riverside Primary School,Seacombe
56.9,60.4,80.2,Riverside Primary School,Seacombe
53.8,75.0,57.6,Riverside Primary School,Seacombe
63.0,73.3,59.9,Riverside Primary School,Seacombe
51.2,68.5,66.2,Riverside Primary School,Seacombe
59.1,55.5,65.9,Riverside Primary School,Seacombe
73.4,86.8,40.8,Riverside Primary School,Seacombe
69.8,64.6,54.2,Riverside Primary School,Seacombe
69.4,40.9,73.3,Riverside Primary School,Seacombe
55.7,44.9,71.7,Riverside Primary School,Seacombe
73.4,89.3,73.5,Riverside Primary School,Seacombe
82.0,37.2,76.1,Riverside Primary School,Seacombe
48.8,53.0,54.5,Riverside Primary School,Seacombe
65.6,59.6,60.6,Riverside Primary School,Seacombe
73.9,93.0,64.8,Riverside Primary School,Seacombe
56.0,61.8,75.5,Riverside Primary School,Seacombe
39.7,80.5,72.0,Riverside Primary School,Seacombe
54.0,68.4,55.5,Riverside Primary School,Seacombe
59.4,44.4,46.5,Riverside Primary School,Seacombe
56.3,61.7,61.3,Riverside Primary School,Seacombe
63.7,82.2,37.7,Rivington Primary School,St Helens
52.1,63.4,58.5,Rivington Primary School,St Helens
69.9,58.5,61.5,Rivington Primary School,St Helens
53.8,67.3,66.4,Rivington Primary School,St Helens
56.4,49.3,35.9,Rivington Primary School,St Helens
44.5,42.3,71.4,Rivington Primary School,St Helens
58.6,77.8,43.2,Rivington Primary School,St Helens
52.9,31.1,43.6,Rivington Primary School,St Helens
68.5,65.7,86.4,Rivington Primary School,St Helens
64.6,31.6,50.1,Rivington Primary School,St Helens
58.0,64.0,81.0,Rivington Primary School,St Helens
46.8,61.7,6.6,Rivington Primary School,St Helens
47.9,49.9,76.3,Rivington Primary School,St Helens
45.4,75.6,42.2,Rivington Primary School,St Helens
69.3,50.0,61.9,Rivington Primary School,St Helens
42.7,61.9,64.2,Rivington Primary School,St Helens
52.2,68.6,83.0,Rivington Primary School,St Helens
63.7,60.9,59.3,Rivington Primary School,St Helens
52.0,75.5,78.2,Rivington Primary School,St Helens
57.4,65.5,43.5,Rivington Primary School,St Helens
65.9,62.6,35.0,Rivington Primary School,St Helens
52.4,45.5,29.7,Rivington Primary School,St Helens
50.0,38.2,66.8,Rivington Primary School,St Helens
45.1,47.0,37.0,Rivington Primary School,St Helens
75.9,52.5,53.9,Rivington Primary School,St Helens
59.7,60.1,41.5,Rivington Primary School,St Helens
83.4,60.9,42.9,Rivington Primary School,St Helens
53.1,51.4,64.1,Rivington Primary School,St Helens
58.4,82.0,46.5,Rivington Primary School,St Helens
42.5,25.2,36.0,Rivington Primary School,St Helens
46.3,49.6,34.1,Rivington Primary School,St Helens
46.4,52.6,83.0,Rivington Primary School,St Helens
58.3,67.2,50.2,Rivington Primary School,St Helens
54.3,56.0,58.9,Rivington Primary School,St Helens
51.0,62.6,77.2,Rivington Primary School,St Helens
73.4,62.5,62.5,Rivington Primary School,St Helens
35.6,32.0,4.2,Rivington Primary School,St Helens
60.0,46.7,64.7,Rivington Primary School,St Helens
76.2,40.4,68.0,Rivington Primary School,St Helens
50.7,57.2,40.4,Rivington Primary School,St Helens
65.1,15.4,56.8,Rivington Primary School,St Helens
46.5,43.4,54.4,Rivington Primary School,St Helens
51.2,65.9,59.4,Rivington Primary School,St Helens
54.8,37.7,56.8,Rivington Primary School,St Helens
55.9,93.6,69.4,Robins Lane Primary School,St Helens
47.7,47.9,61.5,Robins Lane Primary School,St Helens
72.3,80.7,82.0,Robins Lane Primary School,St Helens
76.4,52.7,58.4,Robins Lane Primary School,St Helens
63.4,75.9,73.8,Robins Lane Primary School,St Helens
94.4,52.0,53.0,Robins Lane Primary School,St Helens
58.0,79.8,78.1,Robins Lane Primary School,St Helens
55.7,88.8,69.5,Robins Lane Primary School,St Helens
57.4,64.5,63.7,Robins Lane Primary School,St Helens
40.2,80.7,71.6,Robins Lane Primary School,St Helens
58.7,54.6,54.9,Robins Lane Primary School,St Helens
47.6,76.9,62.2,Robins Lane Primary School,St Helens
91.5,51.6,68.6,Robins Lane Primary School,St Helens
83.3,72.9,85.1,Robins Lane Primary School,St Helens
65.6,54.0,50.2,Robins Lane Primary School,St Helens
85.1,52.3,59.3,Robins Lane Primary School,St Helens
74.8,64.8,67.1,Robins Lane Primary School,St Helens
52.2,81.7,52.2,Robins Lane Primary School,St Helens
92.1,53.8,43.0,Robins Lane Primary School,St Helens
81.2,0.0,69.1,Robins Lane Primary School,St Helens
8.9,86.0,78.0,Robins Lane Primary School,St Helens
80.7,77.5,57.6,Robins Lane Primary School,St Helens
71.0,49.4,69.8,Robins Lane Primary School,St Helens
51.7,75.9,96.0,Robins Lane Primary School,St Helens
63.0,71.3,35.9,Robins Lane Primary School,St Helens
78.3,51.9,77.2,Robins Lane Primary School,St Helens
51.3,38.4,69.7,Robins Lane Primary School,St Helens
51.2,44.3,71.7,Robins Lane Primary School,St Helens
97.5,55.4,98.6,Robins Lane Primary School,St Helens
78.6,58.7,49.4,Robins Lane Primary School,St Helens
65.0,60.0,79.5,Roby Park Primary School,Huyton
61.2,68.5,0.0,Roby Park Primary School,Huyton
67.9,70.6,64.8,Roby Park Primary School,Huyton
91.9,70.7,57.1,Roby Park Primary School,Huyton
70.5,58.2,77.5,Roby Park Primary School,Huyton
72.9,74.6,29.6,Roby Park Primary School,Huyton
57.0,72.1,78.7,Roby Park Primary School,Huyton
55.5,62.6,76.4,Roby Park Primary School,Huyton
97.3,58.4,48.1,Roby Park Primary School,Huyton
